资产,价格,倍数,金额,日期
2026-02-23,纳斯达克,22886.07,40.6,21.1,-36.0519,True,1.69,84.5,22036.33,"{""macro"": 0.0, ""ma"": 0.38, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.138, ""vix"": 0.0}","📉 价格低于 MA20 (1.1%); 📉 价格低于 MA60 (1.8%); 📉 价格低于 MA120 (0.5%); 🟢 MACD 柱状图缩短，动量衰减确认; 📊 ATR 波动比=1.23x (偏高)，头寸轻度缩减; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.03→0.7, 1.24→1.69"
2026-02-23,日经225,56825.7,67.3,25.9,88.9852,True,0.4,12.0,54518.07,"{""macro"": -0.044, ""ma"": -0.18, ""rsi"": -0.15, ""adx"": 0.05, ""macd"": 0.0, ""atr"": -0.279, ""vix"": 0.0}",🟡 RSI=67.3 偏高; ✅ ADX=25.9 强上行趋势; 📊 ATR 波动比=1.63x (极端)，头寸缩减系数=0.61; 💵 美元偏强，非美资产(JPY)减权 w_macro=0.9
2026-02-23,德国DAX,25170.53,59.0,14.1,33.8785,False,0.83,24.9,24615.62,"{""macro"": -0.093, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",💵 美元偏强，非美资产(EUR)减权 w_macro=0.9
2026-02-23,恒生指数,27081.91,39.3,15.0,-64.1498,False,0.83,41.5,26060.74,"{""macro"": -0.093, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",💵 美元偏强，非美资产(HKD)减权 w_macro=0.9
2026-02-23,黄金,5161.9,70.0,20.3,-6.2522,True,0.3,3.0,4844.83,"{""macro"": 0.0, ""ma"": -0.18, ""rsi"": -0.15, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.382, ""vix"": 0.0}",🟡 RSI=70.0 偏高; 📊 ATR 波动比=2.33x (极端)，头寸缩减系数=0.43
2026-02-23,标普500,6909.51,47.7,13.8,-5.7022,True,0.7,70.0,6726.4,"{""macro"": 0.0, ""ma"": 0.025, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}","📉 价格低于 MA20 (0.0%); 🟢 MACD 柱状图缩短，动量衰减确认; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.03→0.7, 1.24→1.69"
2026-02-23,纳斯达克,22886.07,40.6,21.1,-36.0519,True,1.69,84.5,22036.33,"{""macro"": 0.0, ""ma"": 0.38, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.138, ""vix"": 0.0}","📉 价格低于 MA20 (1.1%); 📉 价格低于 MA60 (1.8%); 📉 价格低于 MA120 (0.5%); 🟢 MACD 柱状图缩短，动量衰减确认; 📊 ATR 波动比=1.23x (偏高)，头寸轻度缩减; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.03→0.7, 1.24→1.69"
2026-02-23,日经225,56825.7,67.3,25.9,88.9852,True,0.4,12.0,54518.07,"{""macro"": -0.044, ""ma"": -0.18, ""rsi"": -0.15, ""adx"": 0.05, ""macd"": 0.0, ""atr"": -0.279, ""vix"": 0.0}",🟡 RSI=67.3 偏高; ✅ ADX=25.9 强上行趋势; 📊 ATR 波动比=1.63x (极端)，头寸缩减系数=0.61; 💵 美元偏强，非美资产(JPY)减权 w_macro=0.9
2026-02-23,德国DAX,25174.52,59.1,14.1,34.1331,False,0.83,24.9,24619.61,"{""macro"": -0.093, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",💵 美元偏强，非美资产(EUR)减权 w_macro=0.9
2026-02-23,恒生指数,27081.91,39.3,15.0,-64.1498,False,0.83,41.5,26060.74,"{""macro"": -0.093, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",💵 美元偏强，非美资产(HKD)减权 w_macro=0.9
2026-02-23,黄金,5168.0,70.2,20.3,-5.8629,True,0.3,3.0,4850.93,"{""macro"": 0.0, ""ma"": -0.18, ""rsi"": -0.25, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.325, ""vix"": 0.0}",🔴 RSI=70.2 超买; 📊 ATR 波动比=2.33x (极端)，头寸缩减系数=0.43
2026-02-23,标普500,6909.51,47.7,13.8,-5.7022,True,0.7,70.0,6726.4,"{""macro"": 0.0, ""ma"": 0.025, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}","📉 价格低于 MA20 (0.0%); 🟢 MACD 柱状图缩短，动量衰减确认; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.03→0.7, 1.24→1.69"
2026-02-23,纳斯达克,22886.07,40.6,21.1,-36.0519,True,1.69,84.5,22036.33,"{""macro"": 0.0, ""ma"": 0.38, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.138, ""vix"": 0.0}","📉 价格低于 MA20 (1.1%); 📉 价格低于 MA60 (1.8%); 📉 价格低于 MA120 (0.5%); 🟢 MACD 柱状图缩短，动量衰减确认; 📊 ATR 波动比=1.23x (偏高)，头寸轻度缩减; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.03→0.7, 1.24→1.69"
2026-02-23,日经225,56825.7,67.3,25.9,88.9852,True,0.4,12.0,54518.07,"{""macro"": -0.044, ""ma"": -0.18, ""rsi"": -0.15, ""adx"": 0.05, ""macd"": 0.0, ""atr"": -0.279, ""vix"": 0.0}",🟡 RSI=67.3 偏高; ✅ ADX=25.9 强上行趋势; 📊 ATR 波动比=1.63x (极端)，头寸缩减系数=0.61; 💵 美元偏强，非美资产(JPY)减权 w_macro=0.9
2026-02-23,德国DAX,25150.43,58.4,14.1,32.5958,False,0.83,24.9,24595.53,"{""macro"": -0.093, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",💵 美元偏强，非美资产(EUR)减权 w_macro=0.9
2026-02-23,恒生指数,27081.91,39.3,15.0,-64.1498,False,0.83,41.5,26060.74,"{""macro"": -0.093, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",💵 美元偏强，非美资产(HKD)减权 w_macro=0.9
2026-02-23,黄金,5165.8,70.1,20.3,-6.0033,True,0.3,3.0,4848.73,"{""macro"": 0.0, ""ma"": -0.18, ""rsi"": -0.25, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.325, ""vix"": 0.0}",🔴 RSI=70.1 超买; 📊 ATR 波动比=2.33x (极端)，头寸缩减系数=0.43
2026-02-23,标普500,6909.51,47.7,13.8,-5.7022,True,0.7,70.0,6726.4,"{""macro"": 0.0, ""ma"": 0.025, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}","📉 价格低于 MA20 (0.0%); 🟢 MACD 柱状图缩短，动量衰减确认; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.03→0.7, 1.24→1.69"
2026-02-23,纳斯达克,22886.07,40.6,21.1,-36.0519,True,1.69,84.5,22036.33,"{""macro"": 0.0, ""ma"": 0.38, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.138, ""vix"": 0.0}","📉 价格低于 MA20 (1.1%); 📉 价格低于 MA60 (1.8%); 📉 价格低于 MA120 (0.5%); 🟢 MACD 柱状图缩短，动量衰减确认; 📊 ATR 波动比=1.23x (偏高)，头寸轻度缩减; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.03→0.7, 1.24→1.69"
2026-02-23,日经225,56825.7,67.3,25.9,88.9852,True,0.4,12.0,54518.07,"{""macro"": -0.044, ""ma"": -0.18, ""rsi"": -0.15, ""adx"": 0.05, ""macd"": 0.0, ""atr"": -0.279, ""vix"": 0.0}",🟡 RSI=67.3 偏高; ✅ ADX=25.9 强上行趋势; 📊 ATR 波动比=1.63x (极端)，头寸缩减系数=0.61; 💵 美元偏强，非美资产(JPY)减权 w_macro=0.9
2026-02-23,德国DAX,25143.56,58.3,14.1,32.1574,False,0.83,24.9,24588.66,"{""macro"": -0.093, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",💵 美元偏强，非美资产(EUR)减权 w_macro=0.9
2026-02-23,恒生指数,27081.91,39.3,15.0,-64.1498,False,0.83,41.5,26060.74,"{""macro"": -0.093, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",💵 美元偏强，非美资产(HKD)减权 w_macro=0.9
2026-02-23,黄金,5167.6,70.2,20.3,-5.8884,True,0.3,3.0,4850.53,"{""macro"": 0.0, ""ma"": -0.18, ""rsi"": -0.25, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.325, ""vix"": 0.0}",🔴 RSI=70.2 超买; 📊 ATR 波动比=2.33x (极端)，头寸缩减系数=0.43
2026-02-23,标普500,6909.51,47.7,13.8,-5.7022,True,0.7,70.0,6726.4,"{""macro"": 0.0, ""ma"": 0.025, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}","价格低于 MA20 (0.0%); 🟢 MACD 柱状图缩短，动量衰减确认; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.03→0.7, 1.24→1.69"
2026-02-23,纳斯达克,22886.07,40.6,21.1,-36.0519,True,1.69,84.5,22036.33,"{""macro"": 0.0, ""ma"": 0.38, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.138, ""vix"": 0.0}","价格低于 MA20 (1.1%); 价格低于 MA60 (1.8%); 价格低于 MA120 (0.5%); 🟢 MACD 柱状图缩短，动量衰减确认; 📊 ATR 波动比=1.23x (偏高)，头寸轻度缩减; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.03→0.7, 1.24→1.69"
2026-02-23,日经225,56825.7,67.3,25.9,88.9852,True,0.4,12.0,54518.07,"{""macro"": -0.044, ""ma"": -0.18, ""rsi"": -0.15, ""adx"": 0.05, ""macd"": 0.0, ""atr"": -0.279, ""vix"": 0.0}",RSI=67.3 偏高; ADX=25.9 强上行趋势; 📊 ATR 波动比=1.63x (极端)，头寸缩减系数=0.61; 💵 美元偏强，非美资产(JPY)减权 w_macro=0.9
2026-02-23,德国DAX,25118.33,57.6,14.1,30.5472,False,0.83,24.9,24563.43,"{""macro"": -0.093, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",💵 美元偏强，非美资产(EUR)减权 w_macro=0.9
2026-02-23,恒生指数,27081.91,39.3,15.0,-64.1498,False,0.83,41.5,26060.74,"{""macro"": -0.093, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",💵 美元偏强，非美资产(HKD)减权 w_macro=0.9
2026-02-23,黄金,5167.5,70.1,20.3,-5.8948,True,0.3,3.0,4850.43,"{""macro"": 0.0, ""ma"": -0.18, ""rsi"": -0.25, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.325, ""vix"": 0.0}",RSI=70.1 超买; 📊 ATR 波动比=2.33x (极端)，头寸缩减系数=0.43
2026-02-23,标普500,6837.75,39.6,13.9,-7.4181,False,0.72,72.0,6651.84,"{""macro"": 0.0, ""ma"": 0.177, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": -0.089, ""atr"": 0.0, ""vix"": 0.0}","价格低于 MA20 (1.0%); 价格低于 MA60 (0.7%); 🔸 MACD 动量未衰减 (hist=-7.4181)，加仓力度减半; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.09→0.72, 1.38→1.83"
2026-02-23,纳斯达克,22627.27,34.8,21.0,-34.1621,True,1.83,91.5,21775.3,"{""macro"": 0.0, ""ma"": 0.385, ""rsi"": 0.15, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.153, ""vix"": 0.0}","价格低于 MA20 (2.0%); 价格低于 MA60 (2.9%); 价格低于 MA120 (1.6%); RSI=34.8 超卖; 🟢 MACD 柱状图缩短，动量衰减确认; 📊 ATR 波动比=1.23x (偏高)，头寸轻度缩减; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.09→0.72, 1.38→1.83"
2026-02-23,日经225,56825.7,67.3,25.9,88.9852,True,0.4,12.0,54518.07,"{""macro"": -0.044, ""ma"": -0.18, ""rsi"": -0.15, ""adx"": 0.05, ""macd"": 0.0, ""atr"": -0.279, ""vix"": 0.0}",RSI=67.3 偏高; ADX=25.9 强上行趋势; 📊 ATR 波动比=1.63x (极端)，头寸缩减系数=0.61; 💵 美元偏强，非美资产(JPY)减权 w_macro=0.9
2026-02-23,德国DAX,24991.97,54.5,13.9,22.4833,False,0.83,24.9,24417.4,"{""macro"": -0.093, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",💵 美元偏强，非美资产(EUR)减权 w_macro=0.9
2026-02-23,恒生指数,27081.91,39.3,15.0,-64.1498,False,0.83,41.5,26060.74,"{""macro"": -0.093, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",💵 美元偏强，非美资产(HKD)减权 w_macro=0.9
2026-02-23,黄金,5265.5,72.2,20.6,0.3593,True,0.3,3.0,4938.61,"{""macro"": 0.0, ""ma"": -0.21, ""rsi"": -0.25, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.315, ""vix"": 0.0}",RSI=72.2 超买; 📊 ATR 波动比=2.40x (极端)，头寸缩减系数=0.42
2026-02-24,标普500,6837.75,39.6,13.9,-7.4181,False,0.72,72.0,6651.84,"{""macro"": 0.0, ""ma"": 0.177, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": -0.089, ""atr"": 0.0, ""vix"": 0.0}","价格低于 MA20 (1.0%); 价格低于 MA60 (0.7%); 🔸 MACD 动量未衰减 (hist=-7.4181)，加仓力度减半; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.09→0.72, 1.38→1.83"
2026-02-24,纳斯达克,22627.27,34.8,21.0,-34.1623,True,1.83,91.5,21775.29,"{""macro"": 0.0, ""ma"": 0.385, ""rsi"": 0.15, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.153, ""vix"": 0.0}","价格低于 MA20 (2.0%); 价格低于 MA60 (2.9%); 价格低于 MA120 (1.6%); RSI=34.8 超卖; 🟢 MACD 柱状图缩短，动量衰减确认; 📊 ATR 波动比=1.23x (偏高)，头寸轻度缩减; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.09→0.72, 1.38→1.83"
2026-02-24,日经225,57346.89,73.6,25.6,62.8313,True,0.36,10.8,55173.7,"{""macro"": -0.04, ""ma"": -0.18, ""rsi"": -0.25, ""adx"": 0.05, ""macd"": 0.0, ""atr"": -0.216, ""vix"": 0.0}",RSI=73.6 超买; ADX=25.6 强上行趋势; 📊 ATR 波动比=1.53x (极端)，头寸缩减系数=0.65; 💵 美元偏强，非美资产(JPY)减权 w_macro=0.9
2026-02-24,德国DAX,24991.97,54.5,13.9,22.4833,False,0.83,24.9,24417.4,"{""macro"": -0.093, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",💵 美元偏强，非美资产(EUR)减权 w_macro=0.9
2026-02-24,恒生指数,26559.14,39.8,14.3,-75.17,False,0.91,45.5,25541.6,"{""macro"": -0.101, ""ma"": 0.027, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": -0.013, ""atr"": 0.0, ""vix"": 0.0}",价格低于 MA20 (1.6%); 🔸 MACD 动量未衰减 (hist=-75.1700)，加仓力度减半; 💵 美元偏强，非美资产(HKD)减权 w_macro=0.9
2026-02-24,黄金,5195.5,70.8,20.6,-4.1079,True,0.3,3.0,4868.34,"{""macro"": 0.0, ""ma"": -0.18, ""rsi"": -0.25, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.333, ""vix"": 0.0}",RSI=70.8 超买; 📊 ATR 波动比=2.40x (极端)，头寸缩减系数=0.42
2026-02-25,标普500,6890.07,47.9,14.0,-4.7303,False,0.64,64.0,6710.92,"{""macro"": 0.0, ""ma"": 0.025, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": -0.013, ""atr"": 0.0, ""vix"": 0.0}","价格低于 MA20 (0.2%); 🔸 MACD 动量未衰减 (hist=-4.7303)，加仓力度减半; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.01→0.64, 1.38→1.75"
2026-02-25,纳斯达克,22863.68,43.6,21.0,-14.632,True,1.75,87.5,22054.15,"{""macro"": 0.0, ""ma"": 0.38, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}","价格低于 MA20 (0.8%); 价格低于 MA60 (1.8%); 价格低于 MA120 (0.7%); 🟢 MACD 柱状图缩短，动量衰减确认; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.01→0.64, 1.38→1.75"
2026-02-25,日经225,58145.08,69.7,26.0,82.1225,False,0.58,17.4,56141.01,"{""macro"": -0.065, ""ma"": -0.18, ""rsi"": -0.15, ""adx"": 0.05, ""macd"": 0.0, ""atr"": -0.072, ""vix"": 0.0}",RSI=69.7 偏高; ADX=26.0 强上行趋势; 📊 ATR 波动比=1.41x (偏高)，头寸轻度缩减; 💵 美元偏强，非美资产(JPY)减权 w_macro=0.9
2026-02-25,德国DAX,24986.25,58.8,13.6,11.9214,True,0.83,24.9,24420.42,"{""macro"": -0.093, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",💵 美元偏强，非美资产(EUR)减权 w_macro=0.9
2026-02-25,恒生指数,26815.15,50.5,13.8,-61.6826,False,0.91,45.5,25884.67,"{""macro"": -0.101, ""ma"": 0.026, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": -0.013, ""atr"": 0.0, ""vix"": 0.0}",价格低于 MA20 (0.6%); 🔸 MACD 动量未衰减 (hist=-61.6826)，加仓力度减半; 💵 美元偏强，非美资产(HKD)减权 w_macro=0.9
2026-02-25,黄金,5202.0,63.4,19.9,3.495,True,0.4,4.0,4923.96,"{""macro"": 0.0, ""ma"": -0.18, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.416, ""vix"": 0.0}",📊 ATR 波动比=2.03x (极端)，头寸缩减系数=0.49
2026-02-26,标普500,6946.13,54.7,13.1,0.8262,True,0.93,93.0,6771.96,"{""macro"": 0.0, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",
2026-02-26,纳斯达克,23152.08,54.1,19.9,18.2827,False,1.08,54.0,22382.49,"{""macro"": 0.0, ""ma"": 0.076, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",价格低于 MA60 (0.6%)
2026-02-26,日经225,58856.98,75.4,27.2,141.163,False,0.48,14.4,56761.16,"{""macro"": -0.053, ""ma"": -0.21, ""rsi"": -0.25, ""adx"": 0.05, ""macd"": 0.0, ""atr"": -0.059, ""vix"": 0.0}",RSI=75.4 超买; ADX=27.2 强上行趋势; 📊 ATR 波动比=1.47x (偏高)，头寸轻度缩减; 💵 美元偏强，非美资产(JPY)减权 w_macro=0.9
2026-02-26,德国DAX,25175.94,65.2,13.7,16.0281,False,0.7,21.0,24637.69,"{""macro"": -0.078, ""ma"": -0.075, ""rsi"": -0.15, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",RSI=65.2 偏高; 💵 美元偏强，非美资产(EUR)减权 w_macro=0.9
2026-02-26,恒生指数,26582.26,46.6,12.8,-68.7958,False,0.91,45.5,25680.47,"{""macro"": -0.101, ""ma"": 0.026, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": -0.013, ""atr"": 0.0, ""vix"": 0.0}",价格低于 MA20 (1.4%); 🔸 MACD 动量未衰减 (hist=-68.7958)，加仓力度减半; 💵 美元偏强，非美资产(HKD)减权 w_macro=0.9
2026-02-26,黄金,5199.3,61.8,19.6,4.8741,False,0.43,4.3,4937.09,"{""macro"": 0.0, ""ma"": -0.18, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.39, ""vix"": 0.0}",📊 ATR 波动比=1.91x (极端)，头寸缩减系数=0.52
2026-02-27,标普500,6908.86,58.7,13.1,1.9314,False,0.93,93.0,6736.84,"{""macro"": 0.0, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",
2026-02-27,纳斯达克,22878.38,55.8,19.8,21.9474,False,1.19,59.5,22103.39,"{""macro"": 0.0, ""ma"": 0.379, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": -0.19, ""atr"": 0.0, ""vix"": 0.0}",价格低于 MA20 (0.4%); 价格低于 MA60 (1.7%); 价格低于 MA120 (0.7%); 🔸 MACD 动量未衰减 (hist=21.9474)，加仓力度减半
2026-02-27,日经225,58528.09,77.3,27.5,116.8882,False,0.5,15.0,56457.69,"{""macro"": -0.056, ""ma"": -0.18, ""rsi"": -0.25, ""adx"": 0.05, ""macd"": 0.0, ""atr"": -0.062, ""vix"": 0.0}",RSI=77.3 超买; ADX=27.5 强上行趋势; 📊 ATR 波动比=1.45x (偏高)，头寸轻度缩减; 💵 美元偏强，非美资产(JPY)减权 w_macro=0.9
2026-02-27,德国DAX,25289.02,63.3,14.2,24.1879,False,0.83,24.9,24767.11,"{""macro"": -0.093, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",💵 美元偏强，非美资产(EUR)减权 w_macro=0.9
2026-02-27,恒生指数,26486.58,45.5,13.8,-81.8459,False,0.91,45.5,25585.83,"{""macro"": -0.101, ""ma"": 0.027, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": -0.013, ""atr"": 0.0, ""vix"": 0.0}",价格低于 MA20 (1.6%); 🔸 MACD 动量未衰减 (hist=-81.8459)，加仓力度减半; 💵 美元偏强，非美资产(HKD)减权 w_macro=0.9
2026-02-27,黄金,5195.8,64.6,19.4,6.3865,False,0.49,4.9,4962.16,"{""macro"": 0.0, ""ma"": -0.18, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.335, ""vix"": 0.0}",📊 ATR 波动比=1.69x (极端)，头寸缩减系数=0.59
2026-02-28,标普500,6878.88,44.9,13.5,0.6495,False,0.78,78.0,6716.77,"{""macro"": 0.0, ""ma"": 0.176, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": -0.088, ""atr"": 0.0, ""vix"": 0.0}","价格低于 MA20 (0.2%); 价格低于 MA60 (0.2%); 🔸 MACD 动量未衰减 (hist=0.6495)，加仓力度减半; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.09→0.78, 1.19→1.71"
2026-02-28,纳斯达克,22668.21,43.1,20.0,11.091,False,1.71,85.5,21922.9,"{""macro"": 0.0, ""ma"": 0.383, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": -0.192, ""atr"": 0.0, ""vix"": 0.0}","价格低于 MA20 (1.1%); 价格低于 MA60 (2.6%); 价格低于 MA120 (1.7%); 🔸 MACD 动量未衰减 (hist=11.0910)，加仓力度减半; 🔗 相关性熔断: 标普500↔纳斯达克 (corr=0.98) — m: 1.09→0.78, 1.19→1.71"
2026-02-28,日经225,58850.27,79.7,27.5,137.449,False,0.5,15.0,56755.47,"{""macro"": -0.056, ""ma"": -0.18, ""rsi"": -0.25, ""adx"": 0.05, ""macd"": 0.0, ""atr"": -0.062, ""vix"": 0.0}",RSI=79.7 超买; ADX=27.5 强上行趋势; 📊 ATR 波动比=1.46x (偏高)，头寸轻度缩减; 💵 美元偏强，非美资产(JPY)减权 w_macro=0.9
2026-02-28,德国DAX,25284.26,57.3,14.9,26.8851,False,0.83,24.9,24774.27,"{""macro"": -0.093, ""ma"": -0.075, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": 0.0, ""vix"": 0.0}",💵 美元偏强，非美资产(EUR)减权 w_macro=0.9
2026-02-28,恒生指数,26630.54,47.4,13.8,-72.6588,False,0.91,45.5,25711.03,"{""macro"": -0.101, ""ma"": 0.026, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": -0.013, ""atr"": 0.0, ""vix"": 0.0}",价格低于 MA20 (1.1%); 🔸 MACD 动量未衰减 (hist=-72.6588)，加仓力度减半; 💵 美元偏强，非美资产(HKD)减权 w_macro=0.9
2026-02-28,黄金,5296.4,64.5,19.4,11.4352,False,0.52,5.2,5084.44,"{""macro"": 0.0, ""ma"": -0.21, ""rsi"": 0.0, ""adx"": 0.0, ""macd"": 0.0, ""atr"": -0.273, ""vix"": 0.0}",📊 ATR 波动比=1.53x (极端)，头寸缩减系数=0.65
